_id,FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDiscargesQF,CrudeRate,CrudeRateQF,EASR
8303,2010/11,S08000021,,Transfer,,0-44 years,,Female,,Heart Attack,39,,11.8116675,,11.75582603
8304,2010/11,S08000021,,Transfer,,0-44 years,,Female,,Heart Failure,11,,3.331495963,,3.315347315
8305,2010/11,S08000021,,Transfer,,45-64 years,,All,d,Angina,206,,69.87337994,,72.72467348
8306,2010/11,S08000021,,Transfer,,45-64 years,,All,d,Coronary Heart Disease,1804,,611.9008612,,639.4957368
8307,2010/11,S08000021,,Transfer,,45-64 years,,All,d,Heart Attack,1027,,348.3493262,,361.2999341
8308,2010/11,S08000021,,Transfer,,45-64 years,,All,d,Heart Failure,207,,70.2125711,,74.15450123
8309,2010/11,S08000021,,Transfer,,45-64 years,,Male,,Angina,131,,91.74825958,,95.07308457
8310,2010/11,S08000021,,Transfer,,45-64 years,,Male,,Coronary Heart Disease,1321,,925.1866482,,949.7328703
8311,2010/11,S08000021,,Transfer,,45-64 years,,Male,,Heart Attack,737,,516.1715062,,525.3460228
8312,2010/11,S08000021,,Transfer,,45-64 years,,Male,,Heart Failure,130,,91.04789119,,94.0372336
8313,2010/11,S08000021,,Transfer,,45-64 years,,Female,,Angina,75,,49.33009728,,50.37626238
8314,2010/11,S08000021,,Transfer,,45-64 years,,Female,,Coronary Heart Disease,483,,317.6858265,,329.2586034
8315,2010/11,S08000021,,Transfer,,45-64 years,,Female,,Heart Attack,290,,190.7430428,,197.2538454
8316,2010/11,S08000021,,Transfer,,45-64 years,,Female,,Heart Failure,77,,50.64556654,,54.27176886
8317,2010/11,S08000021,,Transfer,,65-74 years,,All,d,Angina,200,,213.1173744,,220.9229773
8318,2010/11,S08000021,,Transfer,,65-74 years,,All,d,Coronary Heart Disease,1247,,1328.786829,,1379.083219
8319,2010/11,S08000021,,Transfer,,65-74 years,,All,d,Heart Attack,662,,705.4185092,,727.4604432
8320,2010/11,S08000021,,Transfer,,65-74 years,,All,d,Heart Failure,304,,323.9384091,,334.0810344
8321,2010/11,S08000021,,Transfer,,65-74 years,,Male,,Angina,128,,300.3989674,,301.9759976
8322,2010/11,S08000021,,Transfer,,65-74 years,,Male,,Coronary Heart Disease,794,,1863.412345,,1873.395471
8323,2010/11,S08000021,,Transfer,,65-74 years,,Male,,Heart Attack,397,,931.7061723,,936.7822035
8324,2010/11,S08000021,,Transfer,,65-74 years,,Male,,Heart Failure,188,,441.2109833,,443.7172992
8325,2010/11,S08000021,,Transfer,,65-74 years,,Female,,Angina,72,,140.5289353,,139.869957
8326,2010/11,S08000021,,Transfer,,65-74 years,,Female,,Coronary Heart Disease,453,,884.1612179,,884.7709667
8327,2010/11,S08000021,,Transfer,,65-74 years,,Female,,Heart Attack,265,,517.2245535,,518.1386828
8328,2010/11,S08000021,,Transfer,,65-74 years,,Female,,Heart Failure,116,,226.4077291,,224.4447697
8329,2010/11,S08000021,,Transfer,,under75 years,d,All,d,Angina,432,,41.36520497,,49.11113236
8330,2010/11,S08000021,,Transfer,,under75 years,d,All,d,Coronary Heart Disease,3294,,315.4096879,,368.6112676
8331,2010/11,S08000021,,Transfer,,under75 years,d,All,d,Heart Attack,1865,,178.578952,,206.0867641
8332,2010/11,S08000021,,Transfer,,under75 years,d,All,d,Heart Failure,530,,50.74897832,,61.89223527
8333,2010/11,S08000021,,Transfer,,under75 years,d,Male,,Angina,274,,53.63063758,,65.3799068
8334,2010/11,S08000021,,Transfer,,under75 years,d,Male,,Coronary Heart Disease,2294,,449.0097905,,527.8213067
8335,2010/11,S08000021,,Transfer,,under75 years,d,Male,,Heart Attack,1271,,248.7756948,,287.9702569
8336,2010/11,S08000021,,Transfer,,under75 years,d,Male,,Heart Failure,326,,63.80871478,,80.11523195
8337,2010/11,S08000021,,Transfer,,under75 years,d,Female,,Angina,158,,29.61829886,,32.84235793
8338,2010/11,S08000021,,Transfer,,under75 years,d,Female,,Coronary Heart Disease,1000,,187.4575877,,209.4012285
8339,2010/11,S08000021,,Transfer,,under75 years,d,Female,,Heart Attack,594,,111.3498071,,124.2032712
8340,2010/11,S08000021,,Transfer,,under75 years,d,Female,,Heart Failure,204,,38.2413479,,43.66923859
8341,2010/11,S08000021,,Transfer,,75plus years,,All,d,Angina,314,,376.1199751,,411.012991
8342,2010/11,S08000021,,Transfer,,75plus years,,All,d,Coronary Heart Disease,1792,,2146.519093,,2354.351438
8343,2010/11,S08000021,,Transfer,,75plus years,,All,d,Heart Attack,1078,,1291.265392,,1405.856791
8344,2010/11,S08000021,,Transfer,,75plus years,,All,d,Heart Failure,936,,1121.172919,,1222.640689
8345,2010/11,S08000021,,Transfer,,75plus years,,Male,,Angina,159,,525.6198347,,534.2797914
8346,2010/11,S08000021,,Transfer,,75plus years,,Male,,Coronary Heart Disease,933,,3084.297521,,3106.317799
8347,2010/11,S08000021,,Transfer,,75plus years,,Male,,Heart Attack,509,,1682.644628,,1749.934116
8348,2010/11,S08000021,,Transfer,,75plus years,,Male,,Heart Failure,389,,1285.950413,,1424.309114
8349,2010/11,S08000021,,Transfer,,75plus years,,Female,,Angina,155,,291.1672991,,287.7461905
8350,2010/11,S08000021,,Transfer,,75plus years,,Female,,Coronary Heart Disease,859,,1613.630387,,1602.385078
8351,2010/11,S08000021,,Transfer,,75plus years,,Female,,Heart Attack,569,,1068.865762,,1061.779466
8352,2010/11,S08000021,,Transfer,,75plus years,,Female,,Heart Failure,547,,1027.538791,,1020.972263
8353,2010/11,S08000023,,All,d,All,d,All,d,Angina,1372,,211.2524251,,246.947519
8354,2010/11,S08000023,,All,d,All,d,All,d,Coronary Heart Disease,7485,,1152.49592,,1362.702943
8355,2010/11,S08000023,,All,d,All,d,All,d,Heart Attack,3442,,529.9787516,,632.8415549
8356,2010/11,S08000023,,All,d,All,d,All,d,Heart Failure,1516,,233.4246913,,315.0879428
8357,2010/11,S08000023,,All,d,All,d,Male,,Angina,828,,264.7304258,,321.7913027
8358,2010/11,S08000023,,All,d,All,d,Male,,Coronary Heart Disease,4824,,1542.342481,,1875.249976
8359,2010/11,S08000023,,All,d,All,d,Male,,Heart Attack,2196,,702.1111292,,864.8879519
8360,2010/11,S08000023,,All,d,All,d,Male,,Heart Failure,822,,262.8120894,,404.8841997
8361,2010/11,S08000023,,All,d,All,d,Female,,Angina,544,,161.5734402,,172.1037352
8362,2010/11,S08000023,,All,d,All,d,Female,,Coronary Heart Disease,2661,,790.3436109,,850.1559103
8363,2010/11,S08000023,,All,d,All,d,Female,,Heart Attack,1246,,370.0744604,,400.795158
8364,2010/11,S08000023,,All,d,All,d,Female,,Heart Failure,694,,206.1249402,,225.2916858
8365,2010/11,S08000023,,All,d,0-44 years,,All,d,Angina,44,,11.94078456,,12.13929517
8366,2010/11,S08000023,,All,d,0-44 years,,All,d,Coronary Heart Disease,306,,83.04272901,,84.00131982
8367,2010/11,S08000023,,All,d,0-44 years,,All,d,Heart Attack,169,,45.86346798,,47.08411954
8368,2010/11,S08000023,,All,d,0-44 years,,All,d,Heart Failure,33,,8.955588423,,9.367875102
8369,2010/11,S08000023,,All,d,0-44 years,,Male,,Angina,34,,18.55672354,,19.17079819
8370,2010/11,S08000023,,All,d,0-44 years,,Male,,Coronary Heart Disease,220,,120.072917,,123.099001
8371,2010/11,S08000023,,All,d,0-44 years,,Male,,Heart Attack,129,,70.40639225,,72.43703184
8372,2010/11,S08000023,,All,d,0-44 years,,Male,,Heart Failure,24,,13.09886367,,13.92482318
8373,2010/11,S08000023,,All,d,0-44 years,,Female,,Angina,10,,5.397731873,,5.107792152
8374,2010/11,S08000023,,All,d,0-44 years,,Female,,Coronary Heart Disease,86,,46.42049411,,44.90363866
8375,2010/11,S08000023,,All,d,0-44 years,,Female,,Heart Attack,40,,21.59092749,,21.73120725
8376,2010/11,S08000023,,All,d,0-44 years,,Female,,Heart Failure,9,,4.857958686,,4.810927022
8377,2010/11,S08000023,,All,d,45-64 years,,All,d,Angina,538,,301.046388,,310.5510748
8378,2010/11,S08000023,,All,d,45-64 years,,All,d,Coronary Heart Disease,2853,,1596.441162,,1661.696135
8379,2010/11,S08000023,,All,d,45-64 years,,All,d,Heart Attack,1214,,679.3128532,,704.3861626
8380,2010/11,S08000023,,All,d,45-64 years,,All,d,Heart Failure,209,,116.9492474,,122.2408925
8381,2010/11,S08000023,,All,d,45-64 years,,Male,,Angina,366,,423.4101873,,430.0554296
8382,2010/11,S08000023,,All,d,45-64 years,,Male,,Coronary Heart Disease,2166,,2505.755371,,2562.114081
8383,2010/11,S08000023,,All,d,45-64 years,,Male,,Heart Attack,940,,1087.446929,,1105.421666
8384,2010/11,S08000023,,All,d,45-64 years,,Male,,Heart Failure,141,,163.1170394,,168.2727719
8385,2010/11,S08000023,,All,d,45-64 years,,Female,,Angina,172,,186.4114708,,191.0467201
8386,2010/11,S08000023,,All,d,45-64 years,,Female,,Coronary Heart Disease,687,,744.5620956,,761.2781889
8387,2010/11,S08000023,,All,d,45-64 years,,Female,,Heart Attack,274,,296.9578081,,303.3506595
8388,2010/11,S08000023,,All,d,45-64 years,,Female,,Heart Failure,68,,73.69755823,,76.20901313
8389,2010/11,S08000023,,All,d,65-74 years,,All,d,Angina,373,,645.4403876,,667.6473325
8390,2010/11,S08000023,,All,d,65-74 years,,All,d,Coronary Heart Disease,2068,,3578.473784,,3683.943452
8391,2010/11,S08000023,,All,d,65-74 years,,All,d,Heart Attack,884,,1529.676415,,1575.560049
8392,2010/11,S08000023,,All,d,65-74 years,,All,d,Heart Failure,379,,655.8228067,,687.6480595
8393,2010/11,S08000023,,All,d,65-74 years,,Male,,Angina,221,,838.9006985,,851.1971969
8394,2010/11,S08000023,,All,d,65-74 years,,Male,,Coronary Heart Disease,1224,,4646.219253,,4678.669164
8395,2010/11,S08000023,,All,d,65-74 years,,Male,,Heart Attack,533,,2023.231096,,2031.730195
8396,2010/11,S08000023,,All,d,65-74 years,,Male,,Heart Failure,241,,914.8193137,,935.0219834
8397,2010/11,S08000023,,All,d,65-74 years,,Female,,Angina,152,,483.3683139,,484.097468
8398,2010/11,S08000023,,All,d,65-74 years,,Female,,Coronary Heart Disease,844,,2683.966164,,2689.217739
8399,2010/11,S08000023,,All,d,65-74 years,,Female,,Heart Attack,351,,1116.199199,,1119.389904
8400,2010/11,S08000023,,All,d,65-74 years,,Female,,Heart Failure,138,,438.8475482,,440.2741357
8401,2010/11,S08000023,,All,d,under75 years,d,All,d,Angina,955,,157.8551534,,174.6749716
8402,2010/11,S08000023,,All,d,under75 years,d,All,d,Coronary Heart Disease,5227,,863.9883633,,958.8178581
8403,2010/11,S08000023,,All,d,under75 years,d,All,d,Heart Attack,2267,,374.7200344,,414.8588603
8404,2010/11,S08000023,,All,d,under75 years,d,All,d,Heart Failure,621,,102.6471731,,120.5005883
8405,2010/11,S08000023,,All,d,under75 years,d,Male,,Angina,621,,209.792336,,234.827061
8406,2010/11,S08000023,,All,d,under75 years,d,Male,,Coronary Heart Disease,3610,,1219.565754,,1359.004345
8407,2010/11,S08000023,,All,d,under75 years,d,Male,,Heart Attack,1602,,541.2034175,,599.3235265
8408,2010/11,S08000023,,All,d,under75 years,d,Male,,Heart Failure,406,,137.1589185,,165.1527443
8409,2010/11,S08000023,,All,d,under75 years,d,Female,,Angina,334,,108.0983112,,114.5228821
8410,2010/11,S08000023,,All,d,under75 years,d,Female,,Coronary Heart Disease,1617,,523.3382312,,558.6313709
8411,2010/11,S08000023,,All,d,under75 years,d,Female,,Heart Attack,665,,215.2256795,,230.394194
8412,2010/11,S08000023,,All,d,under75 years,d,Female,,Heart Failure,215,,69.58424224,,75.84843222
8413,2010/11,S08000023,,All,d,75plus years,,All,d,Angina,417,,937.6053963,,977.7032758
8414,2010/11,S08000023,,All,d,75plus years,,All,d,Coronary Heart Disease,2258,,5077.009556,,5446.429912
8415,2010/11,S08000023,,All,d,75plus years,,All,d,Heart Attack,1175,,2641.933671,,2836.888801
8416,2010/11,S08000023,,All,d,75plus years,,All,d,Heart Failure,895,,2012.366498,,2282.582305
8417,2010/11,S08000023,,All,d,75plus years,,Male,,Angina,207,,1234.788833,,1201.096413
8418,2010/11,S08000023,,All,d,75plus years,,Male,,Coronary Heart Disease,1214,,7241.708423,,7095.066905
8419,2010/11,S08000023,,All,d,75plus years,,Male,,Heart Attack,594,,3543.307087,,3550.039364
8420,2010/11,S08000023,,All,d,75plus years,,Male,,Heart Failure,416,,2481.507993,,2828.835582
8421,2010/11,S08000023,,All,d,75plus years,,Female,,Angina,210,,757.8218036,,754.3101388
8422,2010/11,S08000023,,All,d,75plus years,,Female,,Coronary Heart Disease,1044,,3767.456967,,3797.79292
8423,2010/11,S08000023,,All,d,75plus years,,Female,,Heart Attack,581,,2096.640323,,2123.738238
8424,2010/11,S08000023,,All,d,75plus years,,Female,,Heart Failure,479,,1728.555447,,1736.329028
8425,2010/11,S08000023,,Elective,,All,d,All,d,Angina,235,,36.18390663,,41.33584526
8426,2010/11,S08000023,,Elective,,All,d,All,d,Coronary Heart Disease,1326,,204.1696178,,232.6552205
8427,2010/11,S08000023,,Elective,,All,d,All,d,Heart Attack,26,,4.00332584,,4.675268952
8428,2010/11,S08000023,,Elective,,All,d,All,d,Heart Failure,84,,12.93382194,,14.95223166
8429,2010/11,S08000023,,Elective,,All,d,Male,,Angina,173,,55.3120334,,62.72652673
8430,2010/11,S08000023,,Elective,,All,d,Male,,Coronary Heart Disease,915,,292.5463038,,333.9348253
8431,2010/11,S08000023,,Elective,,All,d,Male,,Heart Attack,18,,5.755009256,,6.618660607
8432,2010/11,S08000023,,Elective,,All,d,Male,,Heart Failure,58,,18.54391871,,21.84986881
8433,2010/11,S08000023,,Elective,,All,d,Female,,Angina,62,,18.41462002,,19.94516379
8434,2010/11,S08000023,,Elective,,All,d,Female,,Coronary Heart Disease,411,,122.0711101,,131.3756156
8435,2010/11,S08000023,,Elective,,All,d,Female,,Heart Attack,8,,2.376080003,,2.731877296
8436,2010/11,S08000023,,Elective,,All,d,Female,,Heart Failure,26,,7.722260008,,8.054594513
8437,2010/11,S08000023,,Elective,,0-44 years,,All,d,Angina,6,,1.628288804,,1.65502314
8438,2010/11,S08000023,,Elective,,0-44 years,,All,d,Coronary Heart Disease,33,,8.955588423,,8.995111936
8439,2010/11,S08000023,,Elective,,0-44 years,,All,d,Heart Attack,1,,0.271381467,,0.297916965
8440,2010/11,S08000023,,Elective,,0-44 years,,All,d,Heart Failure,8,,2.171051739,,2.224004076
8441,2010/11,S08000023,,Elective,,0-44 years,,Male,,Angina,5,,2.728929932,,2.822716846
8442,2010/11,S08000023,,Elective,,0-44 years,,Male,,Coronary Heart Disease,24,,13.09886367,,13.45546478
8443,2010/11,S08000023,,Elective,,0-44 years,,Male,,Heart Attack,1,,0.545785986,,0.595833929
8444,2010/11,S08000023,,Elective,,0-44 years,,Male,,Heart Failure,6,,3.274715918,,3.340324375
8445,2010/11,S08000023,,Elective,,0-44 years,,Female,,Angina,1,,0.539773187,,0.487329435
8446,2010/11,S08000023,,Elective,,0-44 years,,Female,,Coronary Heart Disease,9,,4.857958686,,4.534759088
8447,2010/11,S08000023,,Elective,,0-44 years,,Female,,Heart Attack,0,,0,,0
8448,2010/11,S08000023,,Elective,,0-44 years,,Female,,Heart Failure,2,,1.079546375,,1.107683777
8449,2010/11,S08000023,,Elective,,45-64 years,,All,d,Angina,113,,63.2309328,,66.18991761
8450,2010/11,S08000023,,Elective,,45-64 years,,All,d,Coronary Heart Disease,628,,351.4073079,,369.1593248
8451,2010/11,S08000023,,Elective,,45-64 years,,All,d,Heart Attack,11,,6.155223547,,6.546448331
8452,2010/11,S08000023,,Elective,,45-64 years,,All,d,Heart Failure,31,,17.34653909,,17.85957409
8453,2010/11,S08000023,,Elective,,45-64 years,,Male,,Angina,96,,111.0584098,,113.4693691
8454,2010/11,S08000023,,Elective,,45-64 years,,Male,,Coronary Heart Disease,498,,576.1155007,,592.753472
8455,2010/11,S08000023,,Elective,,45-64 years,,Male,,Heart Attack,9,,10.41172592,,10.83172119
8456,2010/11,S08000023,,Elective,,45-64 years,,Male,,Heart Failure,21,,24.29402714,,24.82887642
8457,2010/11,S08000023,,Elective,,45-64 years,,Female,,Angina,17,,18.42438956,,18.91046611
8458,2010/11,S08000023,,Elective,,45-64 years,,Female,,Coronary Heart Disease,130,,140.8923907,,145.5651775
8459,2010/11,S08000023,,Elective,,45-64 years,,Female,,Heart Attack,2,,2.167575242,,2.26117547
8460,2010/11,S08000023,,Elective,,45-64 years,,Female,,Heart Failure,10,,10.83787621,,10.89027175
8461,2010/11,S08000023,,Elective,,65-74 years,,All,d,Angina,79,,136.7018515,,141.831963
8462,2010/11,S08000023,,Elective,,65-74 years,,All,d,Coronary Heart Disease,426,,737.1517564,,757.7038652
8463,2010/11,S08000023,,Elective,,65-74 years,,All,d,Heart Attack,8,,13.84322547,,14.41609005
8464,2010/11,S08000023,,Elective,,65-74 years,,All,d,Heart Failure,26,,44.99048278,,47.29204696
8465,2010/11,S08000023,,Elective,,65-74 years,,Male,,Angina,49,,186.0006073,,188.2195097
8466,2010/11,S08000023,,Elective,,65-74 years,,Male,,Coronary Heart Disease,251,,952.7786213,,958.3155586
8467,2010/11,S08000023,,Elective,,65-74 years,,Male,,Heart Attack,5,,18.97965381,,19.31335973
8468,2010/11,S08000023,,Elective,,65-74 years,,Male,,Heart Failure,19,,72.12268448,,72.33935137
8469,2010/11,S08000023,,Elective,,65-74 years,,Female,,Angina,30,,95.40164091,,95.44441634
8470,2010/11,S08000023,,Elective,,65-74 years,,Female,,Coronary Heart Disease,175,,556.509572,,557.0921717
8471,2010/11,S08000023,,Elective,,65-74 years,,Female,,Heart Attack,3,,9.540164091,,9.518820372
8472,2010/11,S08000023,,Elective,,65-74 years,,Female,,Heart Failure,7,,22.26038288,,22.24474255
8473,2010/11,S08000023,,Elective,,under75 years,d,All,d,Angina,198,,32.72808417,,36.62241404
8474,2010/11,S08000023,,Elective,,under75 years,d,All,d,Coronary Heart Disease,1087,,179.6738762,,200.2675685
8475,2010/11,S08000023,,Elective,,under75 years,d,All,d,Heart Attack,20,,3.305867088,,3.746564202
8476,2010/11,S08000023,,Elective,,under75 years,d,All,d,Heart Failure,65,,10.74406803,,11.97737831
8477,2010/11,S08000023,,Elective,,under75 years,d,Male,,Angina,150,,50.67447729,,56.43593234
8478,2010/11,S08000023,,Elective,,under75 years,d,Male,,Coronary Heart Disease,773,,261.142473,,291.1744557
8479,2010/11,S08000023,,Elective,,under75 years,d,Male,,Heart Attack,15,,5.067447729,,5.736328801
8480,2010/11,S08000023,,Elective,,under75 years,d,Male,,Heart Failure,46,,15.54017304,,17.55940583
8481,2010/11,S08000023,,Elective,,under75 years,d,Female,,Angina,48,,15.53508664,,16.80889575
8482,2010/11,S08000023,,Elective,,under75 years,d,Female,,Coronary Heart Disease,314,,101.6253584,,109.3606813
8483,2010/11,S08000023,,Elective,,under75 years,d,Female,,Heart Attack,5,,1.618238192,,1.756799603
8484,2010/11,S08000023,,Elective,,under75 years,d,Female,,Heart Failure,19,,6.149305129,,6.395350793
8485,2010/11,S08000023,,Elective,,75plus years,,All,d,Angina,37,,83.19280495,,88.99387197
8486,2010/11,S08000023,,Elective,,75plus years,,All,d,Coronary Heart Disease,239,,537.3805509,,560.1303678
8487,2010/11,S08000023,,Elective,,75plus years,,All,d,Heart Attack,6,,13.49072513,,14.06550587
8488,2010/11,S08000023,,Elective,,75plus years,,All,d,Heart Failure,19,,42.72062957,,45.03130442
8489,2010/11,S08000023,,Elective,,75plus years,,Male,,Angina,23,,137.1987592,,126.3314255
8490,2010/11,S08000023,,Elective,,75plus years,,Male,,Coronary Heart Disease,142,,847.0532093,,766.2896728
8491,2010/11,S08000023,,Elective,,75plus years,,Male,,Heart Attack,3,,17.89549034,,15.54001554
8492,2010/11,S08000023,,Elective,,75plus years,,Male,,Heart Failure,12,,71.58196135,,65.23121673
8493,2010/11,S08000023,,Elective,,75plus years,,Female,,Angina,14,,50.52145357,,51.65631841
8494,2010/11,S08000023,,Elective,,75plus years,,Female,,Coronary Heart Disease,97,,350.0414998,,353.9710628
8495,2010/11,S08000023,,Elective,,75plus years,,Female,,Heart Attack,3,,10.82602577,,12.5909962
8496,2010/11,S08000023,,Elective,,75plus years,,Female,,Heart Failure,7,,25.26072679,,24.83139212
8497,2010/11,S08000023,,Emergency,,All,d,All,d,Angina,677,,104.2404459,,122.3726616
8498,2010/11,S08000023,,Emergency,,All,d,All,d,Coronary Heart Disease,2200,,338.7429557,,406.7183616
8499,2010/11,S08000023,,Emergency,,All,d,All,d,Heart Attack,1219,,187.6943923,,226.5031526
8500,2010/11,S08000023,,Emergency,,All,d,All,d,Heart Failure,689,,106.0881348,,143.6578345
8501,2010/11,S08000023,,Emergency,,All,d,Male,,Angina,387,,123.732699,,153.6907735
8502,2010/11,S08000023,,Emergency,,All,d,Male,,Coronary Heart Disease,1332,,425.8706849,,537.6009174
8503,2010/11,S08000023,,Emergency,,All,d,Male,,Heart Attack,769,,245.8667843,,308.6620071
8504,2010/11,S08000023,,Emergency,,All,d,Male,,Heart Failure,374,,119.5763034,,184.9426285
8505,2010/11,S08000023,,Emergency,,All,d,Female,,Angina,290,,86.13290009,,91.05454972
8506,2010/11,S08000023,,Emergency,,All,d,Female,,Coronary Heart Disease,868,,257.8046803,,275.8358059
8507,2010/11,S08000023,,Emergency,,All,d,Female,,Heart Attack,450,,133.6545001,,144.3442981
8508,2010/11,S08000023,,Emergency,,All,d,Female,,Heart Failure,315,,93.5581501,,102.3730405
8509,2010/11,S08000023,,Emergency,,0-44 years,,All,d,Angina,28,,7.598681086,,7.654961225
8510,2010/11,S08000023,,Emergency,,0-44 years,,All,d,Coronary Heart Disease,105,,28.49505407,,28.6033995
