"","year","ca","age_group","sex","diagnosis","number_of_deaths","crude_rate","LA_Name"
"1460",2009,"S12000042","All","All","Stroke",97,66.82,"Dundee City"
"1461",2009,"S12000042","All","All","Subarachnoid Haemorrhage",5,3.44,"Dundee City"
"1462",2009,"S12000042","All","Male","Cerebrovascular Disease",59,85.19,"Dundee City"
"1463",2009,"S12000042","All","Male","Stroke",40,57.76,"Dundee City"
"1464",2009,"S12000042","All","Male","Subarachnoid Haemorrhage",3,4.33,"Dundee City"
"1465",2009,"S12000042","All","Female","Cerebrovascular Disease",89,117.23,"Dundee City"
"1466",2009,"S12000042","All","Female","Stroke",57,75.08,"Dundee City"
"1467",2009,"S12000042","All","Female","Subarachnoid Haemorrhage",2,2.63,"Dundee City"
"1468",2009,"S12000042","0-44 years","All","Cerebrovascular Disease",0,0,"Dundee City"
"1469",2009,"S12000042","0-44 years","All","Stroke",0,0,"Dundee City"
"1470",2009,"S12000042","0-44 years","All","Subarachnoid Haemorrhage",0,0,"Dundee City"
"1471",2009,"S12000042","0-44 years","Male","Cerebrovascular Disease",0,0,"Dundee City"
"1472",2009,"S12000042","0-44 years","Male","Stroke",0,0,"Dundee City"
"1473",2009,"S12000042","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Dundee City"
"1474",2009,"S12000042","0-44 years","Female","Cerebrovascular Disease",0,0,"Dundee City"
"1475",2009,"S12000042","0-44 years","Female","Stroke",0,0,"Dundee City"
"1476",2009,"S12000042","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"Dundee City"
"1477",2009,"S12000042","45-64 years","All","Cerebrovascular Disease",NA,NA,"Dundee City"
"1478",2009,"S12000042","45-64 years","All","Stroke",NA,NA,"Dundee City"
"1479",2009,"S12000042","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Dundee City"
"1480",2009,"S12000042","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Dundee City"
"1481",2009,"S12000042","45-64 years","Male","Stroke",NA,NA,"Dundee City"
"1482",2009,"S12000042","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"Dundee City"
"1483",2009,"S12000042","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Dundee City"
"1484",2009,"S12000042","45-64 years","Female","Stroke",NA,NA,"Dundee City"
"1485",2009,"S12000042","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dundee City"
"1486",2009,"S12000042","65-74 years","All","Cerebrovascular Disease",NA,NA,"Dundee City"
"1487",2009,"S12000042","65-74 years","All","Stroke",NA,NA,"Dundee City"
"1488",2009,"S12000042","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"Dundee City"
"1489",2009,"S12000042","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Dundee City"
"1490",2009,"S12000042","65-74 years","Male","Stroke",NA,NA,"Dundee City"
"1491",2009,"S12000042","65-74 years","Male","Subarachnoid Haemorrhage",NA,NA,"Dundee City"
"1492",2009,"S12000042","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Dundee City"
"1493",2009,"S12000042","65-74 years","Female","Stroke",NA,NA,"Dundee City"
"1494",2009,"S12000042","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"Dundee City"
"1495",2009,"S12000042","under75 years","All","Cerebrovascular Disease",NA,NA,"Dundee City"
"1496",2009,"S12000042","under75 years","All","Stroke",NA,NA,"Dundee City"
"1497",2009,"S12000042","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Dundee City"
"1498",2009,"S12000042","under75 years","Male","Cerebrovascular Disease",NA,NA,"Dundee City"
"1499",2009,"S12000042","under75 years","Male","Stroke",NA,NA,"Dundee City"
"1500",2009,"S12000042","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Dundee City"
"1501",2009,"S12000042","under75 years","Female","Cerebrovascular Disease",NA,NA,"Dundee City"
"1502",2009,"S12000042","under75 years","Female","Stroke",NA,NA,"Dundee City"
"1503",2009,"S12000042","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dundee City"
"1504",2009,"S12000042","75plus years","All","Cerebrovascular Disease",NA,NA,"Dundee City"
"1505",2009,"S12000042","75plus years","All","Stroke",NA,NA,"Dundee City"
"1506",2009,"S12000042","75plus years","All","Subarachnoid Haemorrhage",0,0,"Dundee City"
"1507",2009,"S12000042","75plus years","Male","Cerebrovascular Disease",NA,NA,"Dundee City"
"1508",2009,"S12000042","75plus years","Male","Stroke",NA,NA,"Dundee City"
"1509",2009,"S12000042","75plus years","Male","Subarachnoid Haemorrhage",0,0,"Dundee City"
"1510",2009,"S12000042","75plus years","Female","Cerebrovascular Disease",NA,NA,"Dundee City"
"1511",2009,"S12000042","75plus years","Female","Stroke",NA,NA,"Dundee City"
"1512",2009,"S12000042","75plus years","Female","Subarachnoid Haemorrhage",0,0,"Dundee City"
"1513",2009,"S12000045","All","All","Cerebrovascular Disease",89,84.79,"East Dunbartonshire"
"1514",2009,"S12000045","All","All","Stroke",43,40.97,"East Dunbartonshire"
"1515",2009,"S12000045","All","All","Subarachnoid Haemorrhage",3,2.86,"East Dunbartonshire"
"1516",2009,"S12000045","All","Male","Cerebrovascular Disease",31,61.35,"East Dunbartonshire"
"1517",2009,"S12000045","All","Male","Stroke",17,33.64,"East Dunbartonshire"
"1518",2009,"S12000045","All","Male","Subarachnoid Haemorrhage",2,3.96,"East Dunbartonshire"
"1519",2009,"S12000045","All","Female","Cerebrovascular Disease",58,106.56,"East Dunbartonshire"
"1520",2009,"S12000045","All","Female","Stroke",26,47.77,"East Dunbartonshire"
"1521",2009,"S12000045","All","Female","Subarachnoid Haemorrhage",1,1.84,"East Dunbartonshire"
"1522",2009,"S12000045","0-44 years","All","Cerebrovascular Disease",0,0,"East Dunbartonshire"
"1523",2009,"S12000045","0-44 years","All","Stroke",0,0,"East Dunbartonshire"
"1524",2009,"S12000045","0-44 years","All","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1525",2009,"S12000045","0-44 years","Male","Cerebrovascular Disease",0,0,"East Dunbartonshire"
"1526",2009,"S12000045","0-44 years","Male","Stroke",0,0,"East Dunbartonshire"
"1527",2009,"S12000045","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1528",2009,"S12000045","0-44 years","Female","Cerebrovascular Disease",0,0,"East Dunbartonshire"
"1529",2009,"S12000045","0-44 years","Female","Stroke",0,0,"East Dunbartonshire"
"1530",2009,"S12000045","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1531",2009,"S12000045","45-64 years","All","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1532",2009,"S12000045","45-64 years","All","Stroke",NA,NA,"East Dunbartonshire"
"1533",2009,"S12000045","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"East Dunbartonshire"
"1534",2009,"S12000045","45-64 years","Male","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1535",2009,"S12000045","45-64 years","Male","Stroke",NA,NA,"East Dunbartonshire"
"1536",2009,"S12000045","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Dunbartonshire"
"1537",2009,"S12000045","45-64 years","Female","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1538",2009,"S12000045","45-64 years","Female","Stroke",NA,NA,"East Dunbartonshire"
"1539",2009,"S12000045","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Dunbartonshire"
"1540",2009,"S12000045","65-74 years","All","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1541",2009,"S12000045","65-74 years","All","Stroke",NA,NA,"East Dunbartonshire"
"1542",2009,"S12000045","65-74 years","All","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1543",2009,"S12000045","65-74 years","Male","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1544",2009,"S12000045","65-74 years","Male","Stroke",NA,NA,"East Dunbartonshire"
"1545",2009,"S12000045","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1546",2009,"S12000045","65-74 years","Female","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1547",2009,"S12000045","65-74 years","Female","Stroke",0,0,"East Dunbartonshire"
"1548",2009,"S12000045","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1549",2009,"S12000045","under75 years","All","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1550",2009,"S12000045","under75 years","All","Stroke",NA,NA,"East Dunbartonshire"
"1551",2009,"S12000045","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"East Dunbartonshire"
"1552",2009,"S12000045","under75 years","Male","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1553",2009,"S12000045","under75 years","Male","Stroke",NA,NA,"East Dunbartonshire"
"1554",2009,"S12000045","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Dunbartonshire"
"1555",2009,"S12000045","under75 years","Female","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1556",2009,"S12000045","under75 years","Female","Stroke",NA,NA,"East Dunbartonshire"
"1557",2009,"S12000045","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Dunbartonshire"
"1558",2009,"S12000045","75plus years","All","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1559",2009,"S12000045","75plus years","All","Stroke",NA,NA,"East Dunbartonshire"
"1560",2009,"S12000045","75plus years","All","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1561",2009,"S12000045","75plus years","Male","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1562",2009,"S12000045","75plus years","Male","Stroke",NA,NA,"East Dunbartonshire"
"1563",2009,"S12000045","75plus years","Male","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1564",2009,"S12000045","75plus years","Female","Cerebrovascular Disease",NA,NA,"East Dunbartonshire"
"1565",2009,"S12000045","75plus years","Female","Stroke",NA,NA,"East Dunbartonshire"
"1566",2009,"S12000045","75plus years","Female","Subarachnoid Haemorrhage",0,0,"East Dunbartonshire"
"1567",2009,"S12000047","All","All","Cerebrovascular Disease",321,88.82,"Fife"
"1568",2009,"S12000047","All","All","Stroke",179,49.53,"Fife"
"1569",2009,"S12000047","All","All","Subarachnoid Haemorrhage",10,2.77,"Fife"
"1570",2009,"S12000047","All","Male","Cerebrovascular Disease",119,68.15,"Fife"
"1571",2009,"S12000047","All","Male","Stroke",59,33.79,"Fife"
"1572",2009,"S12000047","All","Male","Subarachnoid Haemorrhage",2,1.15,"Fife"
"1573",2009,"S12000047","All","Female","Cerebrovascular Disease",202,108.13,"Fife"
"1574",2009,"S12000047","All","Female","Stroke",120,64.24,"Fife"
"1575",2009,"S12000047","All","Female","Subarachnoid Haemorrhage",8,4.28,"Fife"
"1576",2009,"S12000047","0-44 years","All","Cerebrovascular Disease",NA,NA,"Fife"
"1577",2009,"S12000047","0-44 years","All","Stroke",0,0,"Fife"
"1578",2009,"S12000047","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1579",2009,"S12000047","0-44 years","Male","Cerebrovascular Disease",0,0,"Fife"
"1580",2009,"S12000047","0-44 years","Male","Stroke",0,0,"Fife"
"1581",2009,"S12000047","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Fife"
"1582",2009,"S12000047","0-44 years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"1583",2009,"S12000047","0-44 years","Female","Stroke",0,0,"Fife"
"1584",2009,"S12000047","0-44 years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1585",2009,"S12000047","45-64 years","All","Cerebrovascular Disease",NA,NA,"Fife"
"1586",2009,"S12000047","45-64 years","All","Stroke",NA,NA,"Fife"
"1587",2009,"S12000047","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1588",2009,"S12000047","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"1589",2009,"S12000047","45-64 years","Male","Stroke",NA,NA,"Fife"
"1590",2009,"S12000047","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1591",2009,"S12000047","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"1592",2009,"S12000047","45-64 years","Female","Stroke",NA,NA,"Fife"
"1593",2009,"S12000047","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1594",2009,"S12000047","65-74 years","All","Cerebrovascular Disease",NA,NA,"Fife"
"1595",2009,"S12000047","65-74 years","All","Stroke",NA,NA,"Fife"
"1596",2009,"S12000047","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1597",2009,"S12000047","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"1598",2009,"S12000047","65-74 years","Male","Stroke",NA,NA,"Fife"
"1599",2009,"S12000047","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Fife"
"1600",2009,"S12000047","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"1601",2009,"S12000047","65-74 years","Female","Stroke",NA,NA,"Fife"
"1602",2009,"S12000047","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1603",2009,"S12000047","under75 years","All","Cerebrovascular Disease",NA,NA,"Fife"
"1604",2009,"S12000047","under75 years","All","Stroke",NA,NA,"Fife"
"1605",2009,"S12000047","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1606",2009,"S12000047","under75 years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"1607",2009,"S12000047","under75 years","Male","Stroke",NA,NA,"Fife"
"1608",2009,"S12000047","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1609",2009,"S12000047","under75 years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"1610",2009,"S12000047","under75 years","Female","Stroke",NA,NA,"Fife"
"1611",2009,"S12000047","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1612",2009,"S12000047","75plus years","All","Cerebrovascular Disease",NA,NA,"Fife"
"1613",2009,"S12000047","75plus years","All","Stroke",NA,NA,"Fife"
"1614",2009,"S12000047","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1615",2009,"S12000047","75plus years","Male","Cerebrovascular Disease",NA,NA,"Fife"
"1616",2009,"S12000047","75plus years","Male","Stroke",NA,NA,"Fife"
"1617",2009,"S12000047","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1618",2009,"S12000047","75plus years","Female","Cerebrovascular Disease",NA,NA,"Fife"
"1619",2009,"S12000047","75plus years","Female","Stroke",NA,NA,"Fife"
"1620",2009,"S12000047","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"Fife"
"1621",2009,"S12000048","All","All","Cerebrovascular Disease",156,108.06,"Perth and Kinross"
"1622",2009,"S12000048","All","All","Stroke",95,65.8,"Perth and Kinross"
"1623",2009,"S12000048","All","All","Subarachnoid Haemorrhage",3,2.08,"Perth and Kinross"
"1624",2009,"S12000048","All","Male","Cerebrovascular Disease",50,71.3,"Perth and Kinross"
"1625",2009,"S12000048","All","Male","Stroke",31,44.2,"Perth and Kinross"
"1626",2009,"S12000048","All","Male","Subarachnoid Haemorrhage",1,1.43,"Perth and Kinross"
"1627",2009,"S12000048","All","Female","Cerebrovascular Disease",106,142.78,"Perth and Kinross"
"1628",2009,"S12000048","All","Female","Stroke",64,86.2,"Perth and Kinross"
"1629",2009,"S12000048","All","Female","Subarachnoid Haemorrhage",2,2.69,"Perth and Kinross"
"1630",2009,"S12000048","0-44 years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1631",2009,"S12000048","0-44 years","All","Stroke",NA,NA,"Perth and Kinross"
"1632",2009,"S12000048","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"1633",2009,"S12000048","0-44 years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1634",2009,"S12000048","0-44 years","Male","Stroke",NA,NA,"Perth and Kinross"
"1635",2009,"S12000048","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"1636",2009,"S12000048","0-44 years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1637",2009,"S12000048","0-44 years","Female","Stroke",0,0,"Perth and Kinross"
"1638",2009,"S12000048","0-44 years","Female","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"1639",2009,"S12000048","45-64 years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1640",2009,"S12000048","45-64 years","All","Stroke",NA,NA,"Perth and Kinross"
"1641",2009,"S12000048","45-64 years","All","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"1642",2009,"S12000048","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1643",2009,"S12000048","45-64 years","Male","Stroke",NA,NA,"Perth and Kinross"
"1644",2009,"S12000048","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"1645",2009,"S12000048","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1646",2009,"S12000048","45-64 years","Female","Stroke",NA,NA,"Perth and Kinross"
"1647",2009,"S12000048","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"1648",2009,"S12000048","65-74 years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1649",2009,"S12000048","65-74 years","All","Stroke",NA,NA,"Perth and Kinross"
"1650",2009,"S12000048","65-74 years","All","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"1651",2009,"S12000048","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1652",2009,"S12000048","65-74 years","Male","Stroke",NA,NA,"Perth and Kinross"
"1653",2009,"S12000048","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"1654",2009,"S12000048","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1655",2009,"S12000048","65-74 years","Female","Stroke",NA,NA,"Perth and Kinross"
"1656",2009,"S12000048","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"1657",2009,"S12000048","under75 years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1658",2009,"S12000048","under75 years","All","Stroke",NA,NA,"Perth and Kinross"
"1659",2009,"S12000048","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"1660",2009,"S12000048","under75 years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1661",2009,"S12000048","under75 years","Male","Stroke",NA,NA,"Perth and Kinross"
"1662",2009,"S12000048","under75 years","Male","Subarachnoid Haemorrhage",0,0,"Perth and Kinross"
"1663",2009,"S12000048","under75 years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1664",2009,"S12000048","under75 years","Female","Stroke",NA,NA,"Perth and Kinross"
"1665",2009,"S12000048","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"1666",2009,"S12000048","75plus years","All","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1667",2009,"S12000048","75plus years","All","Stroke",NA,NA,"Perth and Kinross"
"1668",2009,"S12000048","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"1669",2009,"S12000048","75plus years","Male","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1670",2009,"S12000048","75plus years","Male","Stroke",NA,NA,"Perth and Kinross"
"1671",2009,"S12000048","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"1672",2009,"S12000048","75plus years","Female","Cerebrovascular Disease",NA,NA,"Perth and Kinross"
"1673",2009,"S12000048","75plus years","Female","Stroke",NA,NA,"Perth and Kinross"
"1674",2009,"S12000048","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"Perth and Kinross"
"1675",2009,"S12000046","All","All","Cerebrovascular Disease",559,96.11,NA
"1676",2009,"S12000046","All","All","Stroke",291,50.03,NA
"1677",2009,"S12000046","All","All","Subarachnoid Haemorrhage",23,3.95,NA
