"","year","hbr","age_group","sex","diagnosis","number_of_deaths","crude_rate","HBName"
"2352",2011,"S08000021","65-74 years","All","Subarachnoid Haemorrhage",9,9.568869,"NHS Greater Glasgow and Clyde"
"2353",2011,"S08000021","65-74 years","Male","Cerebrovascular Disease",69,160.4092,"NHS Greater Glasgow and Clyde"
"2354",2011,"S08000021","65-74 years","Male","Stroke",38,88.34128,"NHS Greater Glasgow and Clyde"
"2355",2011,"S08000021","65-74 years","Male","Subarachnoid Haemorrhage",3,6.974311,"NHS Greater Glasgow and Clyde"
"2356",2011,"S08000021","65-74 years","Female","Cerebrovascular Disease",59,115.5956,"NHS Greater Glasgow and Clyde"
"2357",2011,"S08000021","65-74 years","Female","Stroke",36,70.53292,"NHS Greater Glasgow and Clyde"
"2358",2011,"S08000021","65-74 years","Female","Subarachnoid Haemorrhage",6,11.75549,"NHS Greater Glasgow and Clyde"
"2359",2011,"S08000021","under75 years","All","Cerebrovascular Disease",231,21.98409,"NHS Greater Glasgow and Clyde"
"2360",2011,"S08000021","under75 years","All","Stroke",133,12.65751,"NHS Greater Glasgow and Clyde"
"2361",2011,"S08000021","under75 years","All","Subarachnoid Haemorrhage",33,3.140584,"NHS Greater Glasgow and Clyde"
"2362",2011,"S08000021","under75 years","Male","Cerebrovascular Disease",139,27.00954,"NHS Greater Glasgow and Clyde"
"2363",2011,"S08000021","under75 years","Male","Stroke",81,15.73937,"NHS Greater Glasgow and Clyde"
"2364",2011,"S08000021","under75 years","Male","Subarachnoid Haemorrhage",16,3.109012,"NHS Greater Glasgow and Clyde"
"2365",2011,"S08000021","under75 years","Female","Cerebrovascular Disease",92,17.16011,"NHS Greater Glasgow and Clyde"
"2366",2011,"S08000021","under75 years","Female","Stroke",52,9.699194,"NHS Greater Glasgow and Clyde"
"2367",2011,"S08000021","under75 years","Female","Subarachnoid Haemorrhage",17,3.17089,"NHS Greater Glasgow and Clyde"
"2368",2011,"S08000021","75plus years","All","Cerebrovascular Disease",817,965.2647,"NHS Greater Glasgow and Clyde"
"2369",2011,"S08000021","75plus years","All","Stroke",393,464.3195,"NHS Greater Glasgow and Clyde"
"2370",2011,"S08000021","75plus years","All","Subarachnoid Haemorrhage",14,16.54064,"NHS Greater Glasgow and Clyde"
"2371",2011,"S08000021","75plus years","Male","Cerebrovascular Disease",305,982.8881,"NHS Greater Glasgow and Clyde"
"2372",2011,"S08000021","75plus years","Male","Stroke",155,499.5005,"NHS Greater Glasgow and Clyde"
"2373",2011,"S08000021","75plus years","Male","Subarachnoid Haemorrhage",3,9.667752,"NHS Greater Glasgow and Clyde"
"2374",2011,"S08000021","75plus years","Female","Cerebrovascular Disease",512,955.0635,"NHS Greater Glasgow and Clyde"
"2375",2011,"S08000021","75plus years","Female","Stroke",238,443.9553,"NHS Greater Glasgow and Clyde"
"2376",2011,"S08000021","75plus years","Female","Subarachnoid Haemorrhage",11,20.51894,"NHS Greater Glasgow and Clyde"
"2377",2011,"S08000023","All","All","Cerebrovascular Disease",552,84.71195,"NHS Lanarkshire"
"2378",2011,"S08000023","All","All","Stroke",307,47.11335,"NHS Lanarkshire"
"2379",2011,"S08000023","All","All","Subarachnoid Haemorrhage",20,3.069274,"NHS Lanarkshire"
"2380",2011,"S08000023","All","Male","Cerebrovascular Disease",216,68.74799,"NHS Lanarkshire"
"2381",2011,"S08000023","All","Male","Stroke",115,36.60194,"NHS Lanarkshire"
"2382",2011,"S08000023","All","Male","Subarachnoid Haemorrhage",6,1.909666,"NHS Lanarkshire"
"2383",2011,"S08000023","All","Female","Cerebrovascular Disease",336,99.5765,"NHS Lanarkshire"
"2384",2011,"S08000023","All","Female","Stroke",192,56.90086,"NHS Lanarkshire"
"2385",2011,"S08000023","All","Female","Subarachnoid Haemorrhage",14,4.149021,"NHS Lanarkshire"
"2386",2011,"S08000023","0-44 years","All","Cerebrovascular Disease",8,2.18624,"NHS Lanarkshire"
"2387",2011,"S08000023","0-44 years","All","Stroke",4,1.09312,"NHS Lanarkshire"
"2388",2011,"S08000023","0-44 years","All","Subarachnoid Haemorrhage",3,0.81984,"NHS Lanarkshire"
"2389",2011,"S08000023","0-44 years","Male","Cerebrovascular Disease",5,2.746257,"NHS Lanarkshire"
"2390",2011,"S08000023","0-44 years","Male","Stroke",3,1.647754,"NHS Lanarkshire"
"2391",2011,"S08000023","0-44 years","Male","Subarachnoid Haemorrhage",1,0.549251,"NHS Lanarkshire"
"2392",2011,"S08000023","0-44 years","Female","Cerebrovascular Disease",3,1.631685,"NHS Lanarkshire"
"2393",2011,"S08000023","0-44 years","Female","Stroke",1,0.543895,"NHS Lanarkshire"
"2394",2011,"S08000023","0-44 years","Female","Subarachnoid Haemorrhage",2,1.08779,"NHS Lanarkshire"
"2395",2011,"S08000023","45-64 years","All","Cerebrovascular Disease",52,28.62049,"NHS Lanarkshire"
"2396",2011,"S08000023","45-64 years","All","Stroke",34,18.7134,"NHS Lanarkshire"
"2397",2011,"S08000023","45-64 years","All","Subarachnoid Haemorrhage",5,2.75197,"NHS Lanarkshire"
"2398",2011,"S08000023","45-64 years","Male","Cerebrovascular Disease",30,34.0913,"NHS Lanarkshire"
"2399",2011,"S08000023","45-64 years","Male","Stroke",20,22.72753,"NHS Lanarkshire"
"2400",2011,"S08000023","45-64 years","Male","Subarachnoid Haemorrhage",2,2.272753,"NHS Lanarkshire"
"2401",2011,"S08000023","45-64 years","Female","Cerebrovascular Disease",22,23.48195,"NHS Lanarkshire"
"2402",2011,"S08000023","45-64 years","Female","Stroke",14,14.94306,"NHS Lanarkshire"
"2403",2011,"S08000023","45-64 years","Female","Subarachnoid Haemorrhage",3,3.202083,"NHS Lanarkshire"
"2404",2011,"S08000023","65-74 years","All","Cerebrovascular Disease",79,135.2323,"NHS Lanarkshire"
"2405",2011,"S08000023","65-74 years","All","Stroke",45,77.03105,"NHS Lanarkshire"
"2406",2011,"S08000023","65-74 years","All","Subarachnoid Haemorrhage",2,3.423602,"NHS Lanarkshire"
"2407",2011,"S08000023","65-74 years","Male","Cerebrovascular Disease",42,156.512,"NHS Lanarkshire"
"2408",2011,"S08000023","65-74 years","Male","Stroke",21,78.25601,"NHS Lanarkshire"
"2409",2011,"S08000023","65-74 years","Male","Subarachnoid Haemorrhage",1,3.726477,"NHS Lanarkshire"
"2410",2011,"S08000023","65-74 years","Female","Cerebrovascular Disease",37,117.1516,"NHS Lanarkshire"
"2411",2011,"S08000023","65-74 years","Female","Stroke",24,75.99025,"NHS Lanarkshire"
"2412",2011,"S08000023","65-74 years","Female","Subarachnoid Haemorrhage",1,3.16626,"NHS Lanarkshire"
"2413",2011,"S08000023","under75 years","All","Cerebrovascular Disease",139,22.93612,"NHS Lanarkshire"
"2414",2011,"S08000023","under75 years","All","Stroke",83,13.69567,"NHS Lanarkshire"
"2415",2011,"S08000023","under75 years","All","Subarachnoid Haemorrhage",10,1.650081,"NHS Lanarkshire"
"2416",2011,"S08000023","under75 years","Male","Cerebrovascular Disease",77,25.93466,"NHS Lanarkshire"
"2417",2011,"S08000023","under75 years","Male","Stroke",44,14.8198,"NHS Lanarkshire"
"2418",2011,"S08000023","under75 years","Male","Subarachnoid Haemorrhage",4,1.347255,"NHS Lanarkshire"
"2419",2011,"S08000023","under75 years","Female","Cerebrovascular Disease",62,20.05622,"NHS Lanarkshire"
"2420",2011,"S08000023","under75 years","Female","Stroke",39,12.61601,"NHS Lanarkshire"
"2421",2011,"S08000023","under75 years","Female","Subarachnoid Haemorrhage",6,1.940925,"NHS Lanarkshire"
"2422",2011,"S08000023","75plus years","All","Cerebrovascular Disease",413,905.9203,"NHS Lanarkshire"
"2423",2011,"S08000023","75plus years","All","Stroke",224,491.3466,"NHS Lanarkshire"
"2424",2011,"S08000023","75plus years","All","Subarachnoid Haemorrhage",10,21.93512,"NHS Lanarkshire"
"2425",2011,"S08000023","75plus years","Male","Cerebrovascular Disease",139,803.8864,"NHS Lanarkshire"
"2426",2011,"S08000023","75plus years","Male","Stroke",71,410.6182,"NHS Lanarkshire"
"2427",2011,"S08000023","75plus years","Male","Subarachnoid Haemorrhage",2,11.56671,"NHS Lanarkshire"
"2428",2011,"S08000023","75plus years","Female","Cerebrovascular Disease",274,968.2663,"NHS Lanarkshire"
"2429",2011,"S08000023","75plus years","Female","Stroke",153,540.6743,"NHS Lanarkshire"
"2430",2011,"S08000023","75plus years","Female","Subarachnoid Haemorrhage",8,28.27055,"NHS Lanarkshire"
"2431",2012,"S92000003","All","All","Cerebrovascular Disease",4479,84.29313,NA
"2432",2012,"S92000003","All","All","Stroke",2464,46.37157,NA
"2433",2012,"S92000003","All","All","Subarachnoid Haemorrhage",195,3.669828,NA
"2434",2012,"S92000003","All","Male","Cerebrovascular Disease",1686,65.41755,NA
"2435",2012,"S92000003","All","Male","Stroke",887,34.416,NA
"2436",2012,"S92000003","All","Male","Subarachnoid Haemorrhage",72,2.793632,NA
"2437",2012,"S92000003","All","Female","Cerebrovascular Disease",2793,102.0718,NA
"2438",2012,"S92000003","All","Female","Stroke",1577,57.63236,NA
"2439",2012,"S92000003","All","Female","Subarachnoid Haemorrhage",123,4.495105,NA
"2440",2012,"S92000003","0-44 years","All","Cerebrovascular Disease",45,1.535329,NA
"2441",2012,"S92000003","0-44 years","All","Stroke",20,0.682369,NA
"2442",2012,"S92000003","0-44 years","All","Subarachnoid Haemorrhage",13,0.44354,NA
"2443",2012,"S92000003","0-44 years","Male","Cerebrovascular Disease",23,1.572608,NA
"2444",2012,"S92000003","0-44 years","Male","Stroke",12,0.820491,NA
"2445",2012,"S92000003","0-44 years","Male","Subarachnoid Haemorrhage",6,0.410245,NA
"2446",2012,"S92000003","0-44 years","Female","Cerebrovascular Disease",22,1.498201,NA
"2447",2012,"S92000003","0-44 years","Female","Stroke",8,0.5448,NA
"2448",2012,"S92000003","0-44 years","Female","Subarachnoid Haemorrhage",7,0.4767,NA
"2449",2012,"S92000003","45-64 years","All","Cerebrovascular Disease",301,20.66042,NA
"2450",2012,"S92000003","45-64 years","All","Stroke",153,10.50181,NA
"2451",2012,"S92000003","45-64 years","All","Subarachnoid Haemorrhage",80,5.491141,NA
"2452",2012,"S92000003","45-64 years","Male","Cerebrovascular Disease",166,23.32178,NA
"2453",2012,"S92000003","45-64 years","Male","Stroke",96,13.48729,NA
"2454",2012,"S92000003","45-64 years","Male","Subarachnoid Haemorrhage",31,4.355272,NA
"2455",2012,"S92000003","45-64 years","Female","Cerebrovascular Disease",135,18.11811,NA
"2456",2012,"S92000003","45-64 years","Female","Stroke",57,7.649867,NA
"2457",2012,"S92000003","45-64 years","Female","Subarachnoid Haemorrhage",49,6.576201,NA
"2458",2012,"S92000003","65-74 years","All","Cerebrovascular Disease",550,108.4197,NA
"2459",2012,"S92000003","65-74 years","All","Stroke",312,61.50352,NA
"2460",2012,"S92000003","65-74 years","All","Subarachnoid Haemorrhage",52,10.25059,NA
"2461",2012,"S92000003","65-74 years","Male","Cerebrovascular Disease",274,114.6544,NA
"2462",2012,"S92000003","65-74 years","Male","Stroke",154,64.44081,NA
"2463",2012,"S92000003","65-74 years","Male","Subarachnoid Haemorrhage",20,8.368936,NA
"2464",2012,"S92000003","65-74 years","Female","Cerebrovascular Disease",276,102.8665,NA
"2465",2012,"S92000003","65-74 years","Female","Stroke",158,58.88733,NA
"2466",2012,"S92000003","65-74 years","Female","Subarachnoid Haemorrhage",32,11.92655,NA
"2467",2012,"S92000003","under75 years","All","Cerebrovascular Disease",896,18.30384,NA
"2468",2012,"S92000003","under75 years","All","Stroke",485,9.907772,NA
"2469",2012,"S92000003","under75 years","All","Subarachnoid Haemorrhage",145,2.962117,NA
"2470",2012,"S92000003","under75 years","Male","Cerebrovascular Disease",463,19.18536,NA
"2471",2012,"S92000003","under75 years","Male","Stroke",262,10.85651,NA
"2472",2012,"S92000003","under75 years","Male","Subarachnoid Haemorrhage",57,2.361912,NA
"2473",2012,"S92000003","under75 years","Female","Cerebrovascular Disease",433,17.44668,NA
"2474",2012,"S92000003","under75 years","Female","Stroke",223,8.98524,NA
"2475",2012,"S92000003","under75 years","Female","Subarachnoid Haemorrhage",88,3.545745,NA
"2476",2012,"S92000003","75plus years","All","Cerebrovascular Disease",3583,856.2491,NA
"2477",2012,"S92000003","75plus years","All","Stroke",1979,472.9324,NA
"2478",2012,"S92000003","75plus years","All","Subarachnoid Haemorrhage",50,11.94877,NA
"2479",2012,"S92000003","75plus years","Male","Cerebrovascular Disease",1223,745.7726,NA
"2480",2012,"S92000003","75plus years","Male","Stroke",625,381.1185,NA
"2481",2012,"S92000003","75plus years","Male","Subarachnoid Haemorrhage",15,9.146843,NA
"2482",2012,"S92000003","75plus years","Female","Cerebrovascular Disease",2360,927.4469,NA
"2483",2012,"S92000003","75plus years","Female","Stroke",1354,532.103,NA
"2484",2012,"S92000003","75plus years","Female","Subarachnoid Haemorrhage",35,13.75451,NA
"2485",2012,"S08000015","All","All","Cerebrovascular Disease",369,98.8693,"NHS Ayrshire and Arran"
"2486",2012,"S08000015","All","All","Stroke",189,50.64037,"NHS Ayrshire and Arran"
"2487",2012,"S08000015","All","All","Subarachnoid Haemorrhage",12,3.215262,"NHS Ayrshire and Arran"
"2488",2012,"S08000015","All","Male","Cerebrovascular Disease",140,78.35499,"NHS Ayrshire and Arran"
"2489",2012,"S08000015","All","Male","Stroke",67,37.49846,"NHS Ayrshire and Arran"
"2490",2012,"S08000015","All","Male","Subarachnoid Haemorrhage",6,3.358071,"NHS Ayrshire and Arran"
"2491",2012,"S08000015","All","Female","Cerebrovascular Disease",229,117.71,"NHS Ayrshire and Arran"
"2492",2012,"S08000015","All","Female","Stroke",122,62.7101,"NHS Ayrshire and Arran"
"2493",2012,"S08000015","All","Female","Subarachnoid Haemorrhage",6,3.084104,"NHS Ayrshire and Arran"
"2494",2012,"S08000015","0-44 years","All","Cerebrovascular Disease",1,0.524698,"NHS Ayrshire and Arran"
"2495",2012,"S08000015","0-44 years","All","Stroke",1,0.524698,"NHS Ayrshire and Arran"
"2496",2012,"S08000015","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Ayrshire and Arran"
"2497",2012,"S08000015","0-44 years","Male","Cerebrovascular Disease",1,1.063615,"NHS Ayrshire and Arran"
"2498",2012,"S08000015","0-44 years","Male","Stroke",1,1.063615,"NHS Ayrshire and Arran"
"2499",2012,"S08000015","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Ayrshire and Arran"
"2500",2012,"S08000015","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Ayrshire and Arran"
"2501",2012,"S08000015","0-44 years","Female","Stroke",0,0,"NHS Ayrshire and Arran"
"2502",2012,"S08000015","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Ayrshire and Arran"
"2503",2012,"S08000015","45-64 years","All","Cerebrovascular Disease",22,20.36076,"NHS Ayrshire and Arran"
"2504",2012,"S08000015","45-64 years","All","Stroke",13,12.03136,"NHS Ayrshire and Arran"
"2505",2012,"S08000015","45-64 years","All","Subarachnoid Haemorrhage",6,5.552933,"NHS Ayrshire and Arran"
"2506",2012,"S08000015","45-64 years","Male","Cerebrovascular Disease",12,23.11738,"NHS Ayrshire and Arran"
"2507",2012,"S08000015","45-64 years","Male","Stroke",8,15.41159,"NHS Ayrshire and Arran"
"2508",2012,"S08000015","45-64 years","Male","Subarachnoid Haemorrhage",3,5.779345,"NHS Ayrshire and Arran"
"2509",2012,"S08000015","45-64 years","Female","Cerebrovascular Disease",10,17.81198,"NHS Ayrshire and Arran"
"2510",2012,"S08000015","45-64 years","Female","Stroke",5,8.905988,"NHS Ayrshire and Arran"
"2511",2012,"S08000015","45-64 years","Female","Subarachnoid Haemorrhage",3,5.343593,"NHS Ayrshire and Arran"
"2512",2012,"S08000015","65-74 years","All","Cerebrovascular Disease",50,119.7777,"NHS Ayrshire and Arran"
"2513",2012,"S08000015","65-74 years","All","Stroke",32,76.65772,"NHS Ayrshire and Arran"
"2514",2012,"S08000015","65-74 years","All","Subarachnoid Haemorrhage",4,9.582215,"NHS Ayrshire and Arran"
"2515",2012,"S08000015","65-74 years","Male","Cerebrovascular Disease",27,136.7989,"NHS Ayrshire and Arran"
"2516",2012,"S08000015","65-74 years","Male","Stroke",16,81.06602,"NHS Ayrshire and Arran"
"2517",2012,"S08000015","65-74 years","Male","Subarachnoid Haemorrhage",1,5.066626,"NHS Ayrshire and Arran"
"2518",2012,"S08000015","65-74 years","Female","Cerebrovascular Disease",23,104.5122,"NHS Ayrshire and Arran"
"2519",2012,"S08000015","65-74 years","Female","Stroke",16,72.70414,"NHS Ayrshire and Arran"
"2520",2012,"S08000015","65-74 years","Female","Subarachnoid Haemorrhage",3,13.63203,"NHS Ayrshire and Arran"
"2521",2012,"S08000015","under75 years","All","Cerebrovascular Disease",73,21.44656,"NHS Ayrshire and Arran"
"2522",2012,"S08000015","under75 years","All","Stroke",46,13.51427,"NHS Ayrshire and Arran"
"2523",2012,"S08000015","under75 years","All","Subarachnoid Haemorrhage",10,2.937884,"NHS Ayrshire and Arran"
"2524",2012,"S08000015","under75 years","Male","Cerebrovascular Disease",40,24.14511,"NHS Ayrshire and Arran"
"2525",2012,"S08000015","under75 years","Male","Stroke",25,15.0907,"NHS Ayrshire and Arran"
"2526",2012,"S08000015","under75 years","Male","Subarachnoid Haemorrhage",4,2.414511,"NHS Ayrshire and Arran"
"2527",2012,"S08000015","under75 years","Female","Cerebrovascular Disease",33,18.8878,"NHS Ayrshire and Arran"
"2528",2012,"S08000015","under75 years","Female","Stroke",21,12.01951,"NHS Ayrshire and Arran"
"2529",2012,"S08000015","under75 years","Female","Subarachnoid Haemorrhage",6,3.434145,"NHS Ayrshire and Arran"
"2530",2012,"S08000015","75plus years","All","Cerebrovascular Disease",296,901.3673,"NHS Ayrshire and Arran"
"2531",2012,"S08000015","75plus years","All","Stroke",143,435.4578,"NHS Ayrshire and Arran"
"2532",2012,"S08000015","75plus years","All","Subarachnoid Haemorrhage",2,6.090319,"NHS Ayrshire and Arran"
"2533",2012,"S08000015","75plus years","Male","Cerebrovascular Disease",100,768.6986,"NHS Ayrshire and Arran"
"2534",2012,"S08000015","75plus years","Male","Stroke",42,322.8534,"NHS Ayrshire and Arran"
"2535",2012,"S08000015","75plus years","Male","Subarachnoid Haemorrhage",2,15.37397,"NHS Ayrshire and Arran"
"2536",2012,"S08000015","75plus years","Female","Cerebrovascular Disease",196,988.4014,"NHS Ayrshire and Arran"
"2537",2012,"S08000015","75plus years","Female","Stroke",101,509.3293,"NHS Ayrshire and Arran"
"2538",2012,"S08000015","75plus years","Female","Subarachnoid Haemorrhage",0,0,"NHS Ayrshire and Arran"
"2539",2012,"S08000016","All","All","Cerebrovascular Disease",89,78.2624,"NHS Borders"
"2540",2012,"S08000016","All","All","Stroke",55,48.3644,"NHS Borders"
"2541",2012,"S08000016","All","All","Subarachnoid Haemorrhage",5,4.396764,"NHS Borders"
"2542",2012,"S08000016","All","Male","Cerebrovascular Disease",33,59.80103,"NHS Borders"
"2543",2012,"S08000016","All","Male","Stroke",15,27.18228,"NHS Borders"
"2544",2012,"S08000016","All","Male","Subarachnoid Haemorrhage",2,3.624305,"NHS Borders"
"2545",2012,"S08000016","All","Female","Cerebrovascular Disease",56,95.66599,"NHS Borders"
"2546",2012,"S08000016","All","Female","Stroke",40,68.33285,"NHS Borders"
"2547",2012,"S08000016","All","Female","Subarachnoid Haemorrhage",3,5.124964,"NHS Borders"
"2548",2012,"S08000016","0-44 years","All","Cerebrovascular Disease",1,1.85055,"NHS Borders"
"2549",2012,"S08000016","0-44 years","All","Stroke",1,1.85055,"NHS Borders"
"2550",2012,"S08000016","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Borders"
"2551",2012,"S08000016","0-44 years","Male","Cerebrovascular Disease",1,3.734548,"NHS Borders"
"2552",2012,"S08000016","0-44 years","Male","Stroke",1,3.734548,"NHS Borders"
"2553",2012,"S08000016","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Borders"
"2554",2012,"S08000016","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Borders"
